gene	cell_type	AAB_vs_Control	tau	top_celltype	above_floor	call	is_called_ct	confident_call
RUNX3	epsilon cell	0.0	0.9906488883486064	leukocyte	True	leukocyte	False	True
RUNX3	leukocyte	-0.07295972108840942	0.9906488883486064	leukocyte	True	leukocyte	True	True
RUNX3	mesenchymal cell	-0.011889947578310966	0.9906488883486064	leukocyte	True	leukocyte	False	True
RUNX3	unknown	0.003749307245016098	0.9906488883486064	leukocyte	True	leukocyte	False	True
TAGAP	PP cell	0.0	0.9905398110011864	leukocyte	False	below detection	False	False
TAGAP	acinar cell	1.0873511200770736e-05	0.9905398110011864	leukocyte	False	below detection	False	False
TAGAP	alpha cell	-0.00011427186109358445	0.9905398110011864	leukocyte	False	below detection	False	False
TAGAP	beta cell	-0.00011103505676146597	0.9905398110011864	leukocyte	False	below detection	False	False
TAGAP	delta cell	-0.00037892916589044034	0.9905398110011864	leukocyte	False	below detection	False	False
TAGAP	duct epithelial cell	0.0002572560333646834	0.9905398110011864	leukocyte	False	below detection	False	False
TAGAP	endothelial cell	-0.0002127045881934464	0.9905398110011864	leukocyte	False	below detection	False	False
TAGAP	epsilon cell	0.0	0.9905398110011864	leukocyte	False	below detection	False	False
TAGAP	leukocyte	0.005239773541688919	0.9905398110011864	leukocyte	False	below detection	True	False
TAGAP	mesenchymal cell	-0.0004347018548287451	0.9905398110011864	leukocyte	False	below detection	False	False
TAGAP	unknown	0.0023230495862662792	0.9905398110011864	leukocyte	False	below detection	False	False
HLA-DQA1	PP cell	0.0	0.9902889182474006	leukocyte	True	leukocyte	False	True
HLA-DQA1	acinar cell	-0.0019034314900636673	0.9902889182474006	leukocyte	True	leukocyte	False	True
HLA-DQA1	alpha cell	-0.00011700832692440599	0.9902889182474006	leukocyte	True	leukocyte	False	True
HLA-DQA1	beta cell	-0.00033933925442397594	0.9902889182474006	leukocyte	True	leukocyte	False	True
HLA-DQA1	delta cell	-0.0006346438894979656	0.9902889182474006	leukocyte	True	leukocyte	False	True
HLA-DQA1	duct epithelial cell	0.002703624777495861	0.9902889182474006	leukocyte	True	leukocyte	False	True
HLA-DQA1	endothelial cell	0.03293374925851822	0.9902889182474006	leukocyte	True	leukocyte	False	True
HLA-DQA1	epsilon cell	0.0	0.9902889182474006	leukocyte	True	leukocyte	False	True
HLA-DQA1	leukocyte	0.3544619679450989	0.9902889182474006	leukocyte	True	leukocyte	True	True
HLA-DQA1	mesenchymal cell	-0.006718195043504238	0.9902889182474006	leukocyte	True	leukocyte	False	True
HLA-DQA1	unknown	-0.0063886698335409164	0.9902889182474006	leukocyte	True	leukocyte	False	True
IKZF1	PP cell	-0.004847005475312471	0.9888199815170762	leukocyte	False	below detection	False	False
IKZF1	acinar cell	0.0011839047074317932	0.9888199815170762	leukocyte	False	below detection	False	False
IKZF1	alpha cell	2.297273022122681e-05	0.9888199815170762	leukocyte	False	below detection	False	False
IKZF1	beta cell	-0.0002414507616776973	0.9888199815170762	leukocyte	False	below detection	False	False
IKZF1	delta cell	-0.00047384804929606616	0.9888199815170762	leukocyte	False	below detection	False	False
IKZF1	duct epithelial cell	0.00010779041622299701	0.9888199815170762	leukocyte	False	below detection	False	False
IKZF1	endothelial cell	-0.00028812282835133374	0.9888199815170762	leukocyte	False	below detection	False	False
IKZF1	epsilon cell	0.0	0.9888199815170762	leukocyte	False	below detection	False	False
IKZF1	leukocyte	0.10568921267986298	0.9888199815170762	leukocyte	False	below detection	True	False
IKZF1	mesenchymal cell	-0.00710758101195097	0.9888199815170762	leukocyte	False	below detection	False	False
IKZF1	unknown	-0.0033482778817415237	0.9888199815170762	leukocyte	False	below detection	False	False
CLEC10A	PP cell	0.0005924334982410073	0.9887854849738978	leukocyte	False	below detection	False	False
CLEC10A	acinar cell	0.0	0.9887854849738978	leukocyte	False	below detection	False	False
CLEC10A	alpha cell	0.0001867224054876715	0.9887854849738978	leukocyte	False	below detection	False	False
CLEC10A	beta cell	0.0	0.9887854849738978	leukocyte	False	below detection	False	False
CLEC10A	delta cell	0.0	0.9887854849738978	leukocyte	False	below detection	False	False
CLEC10A	duct epithelial cell	0.0	0.9887854849738978	leukocyte	False	below detection	False	False
CLEC10A	endothelial cell	0.0	0.9887854849738978	leukocyte	False	below detection	False	False
CLEC10A	epsilon cell	0.0	0.9887854849738978	leukocyte	False	below detection	False	False
CLEC10A	leukocyte	0.006391311064362526	0.9887854849738978	leukocyte	False	below detection	True	False
CLEC10A	mesenchymal cell	0.0005382862873375416	0.9887854849738978	leukocyte	False	below detection	False	False
CLEC10A	unknown	-0.0003855100949294865	0.9887854849738978	leukocyte	False	below detection	False	False
CFTR	PP cell	-0.0025122594088315964	0.9874740548653828	duct epithelial cell	True	duct epithelial cell	False	True
CFTR	acinar cell	-0.01526419073343277	0.9874740548653828	duct epithelial cell	True	duct epithelial cell	False	True
CFTR	alpha cell	0.00021487008780241013	0.9874740548653828	duct epithelial cell	True	duct epithelial cell	False	True
CFTR	beta cell	0.011266162618994713	0.9874740548653828	duct epithelial cell	True	duct epithelial cell	False	True
CFTR	delta cell	0.05457402020692825	0.9874740548653828	duct epithelial cell	True	duct epithelial cell	False	True
CFTR	duct epithelial cell	0.06671690940856934	0.9874740548653828	duct epithelial cell	True	duct epithelial cell	True	True
CFTR	endothelial cell	0.00036915074451826513	0.9874740548653828	duct epithelial cell	True	duct epithelial cell	False	True
CFTR	epsilon cell	0.06631407886743546	0.9874740548653828	duct epithelial cell	True	duct epithelial cell	False	True
CFTR	leukocyte	-0.0009241962106898427	0.9874740548653828	duct epithelial cell	True	duct epithelial cell	False	True
CFTR	mesenchymal cell	0.0002954924711957574	0.9874740548653828	duct epithelial cell	True	duct epithelial cell	False	True
CFTR	unknown	0.016607891768217087	0.9874740548653828	duct epithelial cell	True	duct epithelial cell	False	True
CCR7	PP cell	0.0	0.9856388218929923	leukocyte	False	below detection	False	False
CCR7	acinar cell	0.0007187001756392419	0.9856388218929923	leukocyte	False	below detection	False	False
CCR7	alpha cell	-2.640603997861035e-05	0.9856388218929923	leukocyte	False	below detection	False	False
CCR7	beta cell	-0.0004658444959204644	0.9856388218929923	leukocyte	False	below detection	False	False
CCR7	delta cell	-4.00709432142321e-05	0.9856388218929923	leukocyte	False	below detection	False	False
CCR7	duct epithelial cell	0.0003635917091742158	0.9856388218929923	leukocyte	False	below detection	False	False
CCR7	endothelial cell	-0.011752264574170113	0.9856388218929923	leukocyte	False	below detection	False	False
CCR7	epsilon cell	0.0	0.9856388218929923	leukocyte	False	below detection	False	False
CCR7	leukocyte	0.18707218766212463	0.9856388218929923	leukocyte	False	below detection	True	False
CCR7	mesenchymal cell	0.004105526953935623	0.9856388218929923	leukocyte	False	below detection	False	False
CCR7	unknown	-0.0037814683746546507	0.9856388218929923	leukocyte	False	below detection	False	False
APOBR	PP cell	-0.00019275504746474326	0.9836311740202526	leukocyte	False	below detection	False	False
APOBR	acinar cell	-0.0003351058694534004	0.9836311740202526	leukocyte	False	below detection	False	False
APOBR	alpha cell	-6.335908256005496e-05	0.9836311740202526	leukocyte	False	below detection	False	False
APOBR	beta cell	-9.042910824064165e-05	0.9836311740202526	leukocyte	False	below detection	False	False
APOBR	delta cell	-0.0003789760230574757	0.9836311740202526	leukocyte	False	below detection	False	False
APOBR	duct epithelial cell	0.0016393535770475864	0.9836311740202526	leukocyte	False	below detection	False	False
APOBR	endothelial cell	0.0	0.9836311740202526	leukocyte	False	below detection	False	False
APOBR	epsilon cell	0.0	0.9836311740202526	leukocyte	False	below detection	False	False
APOBR	leukocyte	0.023285284638404846	0.9836311740202526	leukocyte	False	below detection	True	False
APOBR	mesenchymal cell	0.005811541341245174	0.9836311740202526	leukocyte	False	below detection	False	False
APOBR	unknown	-0.0038887751288712025	0.9836311740202526	leukocyte	False	below detection	False	False
IL2RA	PP cell	0.0	0.9830362186392791	leukocyte	False	below detection	False	False
IL2RA	acinar cell	0.0	0.9830362186392791	leukocyte	False	below detection	False	False
IL2RA	alpha cell	-3.181622378178872e-05	0.9830362186392791	leukocyte	False	below detection	False	False
IL2RA	beta cell	-1.687515941739548e-05	0.9830362186392791	leukocyte	False	below detection	False	False
IL2RA	delta cell	0.0	0.9830362186392791	leukocyte	False	below detection	False	False
IL2RA	duct epithelial cell	0.0	0.9830362186392791	leukocyte	False	below detection	False	False
IL2RA	endothelial cell	-0.005733935162425041	0.9830362186392791	leukocyte	False	below detection	False	False
IL2RA	epsilon cell	0.0	0.9830362186392791	leukocyte	False	below detection	False	False
IL2RA	leukocyte	0.009360384196043015	0.9830362186392791	leukocyte	False	below detection	True	False
IL2RA	mesenchymal cell	-0.0008834183681756258	0.9830362186392791	leukocyte	False	below detection	False	False
IL2RA	unknown	-0.0009266033302992582	0.9830362186392791	leukocyte	False	below detection	False	False
UMOD	PP cell	0.0	0.9790710659176742	acinar cell	False	below detection	False	False
UMOD	acinar cell	0.006378772668540478	0.9790710659176742	acinar cell	False	below detection	True	False
UMOD	alpha cell	-1.1003733561665285e-05	0.9790710659176742	acinar cell	False	below detection	False	False
UMOD	beta cell	0.0	0.9790710659176742	acinar cell	False	below detection	False	False
UMOD	delta cell	0.0	0.9790710659176742	acinar cell	False	below detection	False	False
UMOD	duct epithelial cell	-0.0022586688864976168	0.9790710659176742	acinar cell	False	below detection	False	False
UMOD	endothelial cell	0.0	0.9790710659176742	acinar cell	False	below detection	False	False
UMOD	epsilon cell	0.0	0.9790710659176742	acinar cell	False	below detection	False	False
UMOD	leukocyte	0.0	0.9790710659176742	acinar cell	False	below detection	False	False
UMOD	mesenchymal cell	0.0	0.9790710659176742	acinar cell	False	below detection	False	False
UMOD	unknown	0.0018240713980048895	0.9790710659176742	acinar cell	False	below detection	False	False
IL27	PP cell	0.0	0.9759226772862328	leukocyte	False	below detection	False	False
IL27	acinar cell	0.00011824522516690195	0.9759226772862328	leukocyte	False	below detection	False	False
IL27	alpha cell	2.775919892883394e-05	0.9759226772862328	leukocyte	False	below detection	False	False
IL27	beta cell	-3.763606628126581e-06	0.9759226772862328	leukocyte	False	below detection	False	False
IL27	delta cell	0.0	0.9759226772862328	leukocyte	False	below detection	False	False
IL27	duct epithelial cell	-0.00017412900342606008	0.9759226772862328	leukocyte	False	below detection	False	False
IL27	endothelial cell	-4.687544424086809e-05	0.9759226772862328	leukocyte	False	below detection	False	False
IL27	epsilon cell	0.0	0.9759226772862328	leukocyte	False	below detection	False	False
IL27	leukocyte	-0.0022554791066795588	0.9759226772862328	leukocyte	False	below detection	True	False
IL27	mesenchymal cell	-0.00032715644920244813	0.9759226772862328	leukocyte	False	below detection	False	False
IL27	unknown	0.0	0.9759226772862328	leukocyte	False	below detection	False	False
SLC15A3	PP cell	0.0004683427105192095	0.9749592652885316	leukocyte	True	leukocyte	False	True
SLC15A3	acinar cell	0.002033736789599061	0.9749592652885316	leukocyte	True	leukocyte	False	True
SLC15A3	alpha cell	3.778105019591749e-05	0.9749592652885316	leukocyte	True	leukocyte	False	True
SLC15A3	beta cell	0.0001384960050927475	0.9749592652885316	leukocyte	True	leukocyte	False	True
SLC15A3	delta cell	-0.0006005885661579669	0.9749592652885316	leukocyte	True	leukocyte	False	True
SLC15A3	duct epithelial cell	-0.0006671557202935219	0.9749592652885316	leukocyte	True	leukocyte	False	True
SLC15A3	endothelial cell	0.018404599279165268	0.9749592652885316	leukocyte	True	leukocyte	False	True
SLC15A3	epsilon cell	0.0	0.9749592652885316	leukocyte	True	leukocyte	False	True
SLC15A3	leukocyte	0.012747108936309814	0.9749592652885316	leukocyte	True	leukocyte	True	True
SLC15A3	mesenchymal cell	-0.0016947947442531586	0.9749592652885316	leukocyte	True	leukocyte	False	True
SLC15A3	unknown	-0.0013254377990961075	0.9749592652885316	leukocyte	True	leukocyte	False	True
IL7R	PP cell	-3.17238736897707e-05	0.972552043667148	leukocyte	False	below detection	False	False
IL7R	acinar cell	-0.00011809211719082668	0.972552043667148	leukocyte	False	below detection	False	False
IL7R	alpha cell	0.0009107548976317048	0.972552043667148	leukocyte	False	below detection	False	False
IL7R	beta cell	0.0003085681819356978	0.972552043667148	leukocyte	False	below detection	False	False
IL7R	delta cell	-0.0008382137166336179	0.972552043667148	leukocyte	False	below detection	False	False
IL7R	duct epithelial cell	0.0015711626037955284	0.972552043667148	leukocyte	False	below detection	False	False
IL7R	endothelial cell	0.0	0.972552043667148	leukocyte	False	below detection	False	False
IL7R	epsilon cell	0.0	0.972552043667148	leukocyte	False	below detection	False	False
IL7R	leukocyte	-0.018046772107481956	0.972552043667148	leukocyte	False	below detection	True	False
IL7R	mesenchymal cell	0.0033774208277463913	0.972552043667148	leukocyte	False	below detection	False	False
IL7R	unknown	-0.005698045250028372	0.972552043667148	leukocyte	False	below detection	False	False
IRF4	PP cell	0.01382091362029314	0.968397674381263	leukocyte	False	below detection	False	False
IRF4	acinar cell	0.0003900588781107217	0.968397674381263	leukocyte	False	below detection	False	False
IRF4	alpha cell	7.335659029195085e-05	0.968397674381263	leukocyte	False	below detection	False	False
IRF4	beta cell	0.00010368008224759251	0.968397674381263	leukocyte	False	below detection	False	False
IRF4	delta cell	-0.0002599951985757798	0.968397674381263	leukocyte	False	below detection	False	False
IRF4	duct epithelial cell	-0.00020526845764834434	0.968397674381263	leukocyte	False	below detection	False	False
IRF4	endothelial cell	0.0009360139374621212	0.968397674381263	leukocyte	False	below detection	False	False
IRF4	epsilon cell	0.0	0.968397674381263	leukocyte	False	below detection	False	False
IRF4	leukocyte	-0.008280018344521523	0.968397674381263	leukocyte	False	below detection	True	False
IRF4	mesenchymal cell	-0.001107947900891304	0.968397674381263	leukocyte	False	below detection	False	False
IRF4	unknown	0.00021370581816881895	0.968397674381263	leukocyte	False	below detection	False	False
AFF3	PP cell	-0.0032975191716104746	0.9679721061180204	epsilon cell	False	below detection	False	False
AFF3	acinar cell	-0.00024372318875975907	0.9679721061180204	epsilon cell	False	below detection	False	False
AFF3	alpha cell	0.006707967258989811	0.9679721061180204	epsilon cell	False	below detection	False	False
AFF3	beta cell	-0.0017145727761089802	0.9679721061180204	epsilon cell	False	below detection	False	False
AFF3	delta cell	-0.0004908508853986859	0.9679721061180204	epsilon cell	False	below detection	False	False
AFF3	duct epithelial cell	-0.0006706376443617046	0.9679721061180204	epsilon cell	False	below detection	False	False
AFF3	endothelial cell	0.0	0.9679721061180204	epsilon cell	False	below detection	False	False
AFF3	epsilon cell	-0.07351382076740265	0.9679721061180204	epsilon cell	False	below detection	True	False
AFF3	leukocyte	-0.0016503504011780024	0.9679721061180204	epsilon cell	False	below detection	False	False
AFF3	mesenchymal cell	-0.002966783009469509	0.9679721061180204	epsilon cell	False	below detection	False	False
AFF3	unknown	0.0014858342474326491	0.9679721061180204	epsilon cell	False	below detection	False	False
CTLA4	PP cell	-0.0014906390570104122	0.9671355115613764	leukocyte	False	below detection	False	False
CTLA4	acinar cell	0.0	0.9671355115613764	leukocyte	False	below detection	False	False
CTLA4	alpha cell	-2.7334457627148367e-05	0.9671355115613764	leukocyte	False	below detection	False	False
CTLA4	beta cell	-7.421882037306204e-05	0.9671355115613764	leukocyte	False	below detection	False	False
CTLA4	delta cell	0.0	0.9671355115613764	leukocyte	False	below detection	False	False
CTLA4	duct epithelial cell	0.0	0.9671355115613764	leukocyte	False	below detection	False	False
CTLA4	endothelial cell	0.0	0.9671355115613764	leukocyte	False	below detection	False	False
CTLA4	epsilon cell	0.0	0.9671355115613764	leukocyte	False	below detection	False	False
CTLA4	leukocyte	0.011424925178289413	0.9671355115613764	leukocyte	False	below detection	True	False
CTLA4	mesenchymal cell	0.0	0.9671355115613764	leukocyte	False	below detection	False	False
CTLA4	unknown	-0.0005027748411521316	0.9671355115613764	leukocyte	False	below detection	False	False
HLA-DRB5	PP cell	0.0	0.9667741206696732	leukocyte	True	leukocyte	False	True
HLA-DRB5	acinar cell	-0.002531358040869236	0.9667741206696732	leukocyte	True	leukocyte	False	True
HLA-DRB5	alpha cell	-0.0001132281613536179	0.9667741206696732	leukocyte	True	leukocyte	False	True
HLA-DRB5	beta cell	0.00011954666115343571	0.9667741206696732	leukocyte	True	leukocyte	False	True
HLA-DRB5	delta cell	-0.001469756243750453	0.9667741206696732	leukocyte	True	leukocyte	False	True
HLA-DRB5	duct epithelial cell	-0.0028430670499801636	0.9667741206696732	leukocyte	True	leukocyte	False	True
HLA-DRB5	endothelial cell	-0.09419171512126923	0.9667741206696732	leukocyte	True	leukocyte	False	True
HLA-DRB5	epsilon cell	0.0	0.9667741206696732	leukocyte	True	leukocyte	False	True
HLA-DRB5	leukocyte	0.1467023491859436	0.9667741206696732	leukocyte	True	leukocyte	True	True
HLA-DRB5	mesenchymal cell	-0.02767295576632023	0.9667741206696732	leukocyte	True	leukocyte	False	True
HLA-DRB5	unknown	-0.01687747985124588	0.9667741206696732	leukocyte	True	leukocyte	False	True
HLA-DQB1	PP cell	-0.0008499147370457649	0.9639767817377726	leukocyte	True	leukocyte	False	True
HLA-DQB1	acinar cell	-0.007787684444338083	0.9639767817377726	leukocyte	True	leukocyte	False	True
HLA-DQB1	alpha cell	0.00988302007317543	0.9639767817377726	leukocyte	True	leukocyte	False	True
HLA-DQB1	beta cell	-0.03931606560945511	0.9639767817377726	leukocyte	True	leukocyte	False	True
HLA-DQB1	delta cell	-0.0052741514518857	0.9639767817377726	leukocyte	True	leukocyte	False	True
HLA-DQB1	duct epithelial cell	-0.06602613627910614	0.9639767817377726	leukocyte	True	leukocyte	False	True
HLA-DQB1	endothelial cell	0.004687145352363586	0.9639767817377726	leukocyte	True	leukocyte	False	True
HLA-DQB1	epsilon cell	0.031003013253211975	0.9639767817377726	leukocyte	True	leukocyte	False	True
HLA-DQB1	leukocyte	0.07789325714111328	0.9639767817377726	leukocyte	True	leukocyte	True	True
HLA-DQB1	mesenchymal cell	-0.023828677833080292	0.9639767817377726	leukocyte	True	leukocyte	False	True
HLA-DQB1	unknown	-0.010901512578129768	0.9639767817377726	leukocyte	True	leukocyte	False	True
RMI2	PP cell	0.0	0.9583830369176491	duct epithelial cell	False	below detection	False	False
RMI2	acinar cell	-0.00015110871754586697	0.9583830369176491	duct epithelial cell	False	below detection	False	False
RMI2	alpha cell	-0.0005575489485636353	0.9583830369176491	duct epithelial cell	False	below detection	False	False
RMI2	beta cell	0.0017272261902689934	0.9583830369176491	duct epithelial cell	False	below detection	False	False
RMI2	delta cell	0.00041011461871676147	0.9583830369176491	duct epithelial cell	False	below detection	False	False
RMI2	duct epithelial cell	0.00553981214761734	0.9583830369176491	duct epithelial cell	False	below detection	True	False
RMI2	endothelial cell	0.0003916085697710514	0.9583830369176491	duct epithelial cell	False	below detection	False	False
RMI2	epsilon cell	0.0	0.9583830369176491	duct epithelial cell	False	below detection	False	False
RMI2	leukocyte	0.0	0.9583830369176491	duct epithelial cell	False	below detection	False	False
RMI2	mesenchymal cell	0.0047688870690763	0.9583830369176491	duct epithelial cell	False	below detection	False	False
RMI2	unknown	0.0029930684249848127	0.9583830369176491	duct epithelial cell	False	below detection	False	False
LINC00320	PP cell	0.0	0.955788823574164	PP cell	False	below detection	True	False
LINC00320	acinar cell	4.9974558351095766e-05	0.955788823574164	PP cell	False	below detection	False	False
LINC00320	alpha cell	-5.888647137908265e-05	0.955788823574164	PP cell	False	below detection	False	False
LINC00320	beta cell	0.0	0.955788823574164	PP cell	False	below detection	False	False
LINC00320	delta cell	0.0	0.955788823574164	PP cell	False	below detection	False	False
LINC00320	duct epithelial cell	0.0	0.955788823574164	PP cell	False	below detection	False	False
LINC00320	endothelial cell	0.0	0.955788823574164	PP cell	False	below detection	False	False
LINC00320	epsilon cell	0.0	0.955788823574164	PP cell	False	below detection	False	False
LINC00320	leukocyte	0.0	0.955788823574164	PP cell	False	below detection	False	False
LINC00320	mesenchymal cell	0.0	0.955788823574164	PP cell	False	below detection	False	False
LINC00320	unknown	0.0	0.955788823574164	PP cell	False	below detection	False	False
LINC02341	PP cell	-9.679474169388413e-05	0.9550046653272009	duct epithelial cell	False	below detection	False	False
LINC02341	acinar cell	-1.1179793546034489e-05	0.9550046653272009	duct epithelial cell	False	below detection	False	False
LINC02341	alpha cell	0.0003337893867865205	0.9550046653272009	duct epithelial cell	False	below detection	False	False
LINC02341	beta cell	9.991767001338303e-05	0.9550046653272009	duct epithelial cell	False	below detection	False	False
LINC02341	delta cell	0.0	0.9550046653272009	duct epithelial cell	False	below detection	False	False
LINC02341	duct epithelial cell	-0.0005759098567068577	0.9550046653272009	duct epithelial cell	False	below detection	True	False
LINC02341	endothelial cell	0.0	0.9550046653272009	duct epithelial cell	False	below detection	False	False
LINC02341	epsilon cell	0.0	0.9550046653272009	duct epithelial cell	False	below detection	False	False
LINC02341	leukocyte	0.0	0.9550046653272009	duct epithelial cell	False	below detection	False	False
LINC02341	mesenchymal cell	-0.00028828790527768433	0.9550046653272009	duct epithelial cell	False	below detection	False	False
LINC02341	unknown	0.0	0.9550046653272009	duct epithelial cell	False	below detection	False	False
RGMA	PP cell	0.003606516867876053	0.9529103728735164	duct epithelial cell	False	below detection	False	False
RGMA	acinar cell	0.008778350427746773	0.9529103728735164	duct epithelial cell	False	below detection	False	False
RGMA	alpha cell	0.0012835273519158363	0.9529103728735164	duct epithelial cell	False	below detection	False	False
RGMA	beta cell	0.002780372742563486	0.9529103728735164	duct epithelial cell	False	below detection	False	False
RGMA	delta cell	0.0234932079911232	0.9529103728735164	duct epithelial cell	False	below detection	False	False
RGMA	duct epithelial cell	0.13459958136081696	0.9529103728735164	duct epithelial cell	False	below detection	True	False
RGMA	endothelial cell	0.002578569343313575	0.9529103728735164	duct epithelial cell	False	below detection	False	False
RGMA	epsilon cell	0.0	0.9529103728735164	duct epithelial cell	False	below detection	False	False
RGMA	leukocyte	0.0013784177135676146	0.9529103728735164	duct epithelial cell	False	below detection	False	False
RGMA	mesenchymal cell	0.011942386627197266	0.9529103728735164	duct epithelial cell	False	below detection	False	False
RGMA	unknown	0.0048241326585412025	0.9529103728735164	duct epithelial cell	False	below detection	False	False
HLA-DRB1	PP cell	0.015761250630021095	0.942312891459634	leukocyte	True	leukocyte	False	True
HLA-DRB1	acinar cell	-0.01222389005124569	0.942312891459634	leukocyte	True	leukocyte	False	True
HLA-DRB1	alpha cell	0.0016993824392557144	0.942312891459634	leukocyte	True	leukocyte	False	True
HLA-DRB1	beta cell	0.0037174560129642487	0.942312891459634	leukocyte	True	leukocyte	False	True
HLA-DRB1	delta cell	-0.0014646227937191725	0.942312891459634	leukocyte	True	leukocyte	False	True
HLA-DRB1	duct epithelial cell	-0.016474872827529907	0.942312891459634	leukocyte	True	leukocyte	False	True
HLA-DRB1	endothelial cell	0.17227521538734436	0.942312891459634	leukocyte	True	leukocyte	False	True
HLA-DRB1	epsilon cell	0.0	0.942312891459634	leukocyte	True	leukocyte	False	True
HLA-DRB1	leukocyte	0.5163009166717529	0.942312891459634	leukocyte	True	leukocyte	True	True
HLA-DRB1	mesenchymal cell	-0.044538456946611404	0.942312891459634	leukocyte	True	leukocyte	False	True
HLA-DRB1	unknown	-0.004295878112316132	0.942312891459634	leukocyte	True	leukocyte	False	True
FASLG	PP cell	0.0	0.9317230205409984	leukocyte	False	below detection	False	False
FASLG	acinar cell	0.0	0.9317230205409984	leukocyte	False	below detection	False	False
FASLG	alpha cell	6.613999721594155e-05	0.9317230205409984	leukocyte	False	below detection	False	False
FASLG	beta cell	-3.408473639865406e-05	0.9317230205409984	leukocyte	False	below detection	False	False
FASLG	delta cell	0.0	0.9317230205409984	leukocyte	False	below detection	False	False
FASLG	duct epithelial cell	0.0	0.9317230205409984	leukocyte	False	below detection	False	False
FASLG	endothelial cell	0.0	0.9317230205409984	leukocyte	False	below detection	False	False
FASLG	epsilon cell	0.0	0.9317230205409984	leukocyte	False	below detection	False	False
FASLG	leukocyte	0.0	0.9317230205409984	leukocyte	False	below detection	True	False
FASLG	mesenchymal cell	0.0	0.9317230205409984	leukocyte	False	below detection	False	False
FASLG	unknown	0.0	0.9317230205409984	leukocyte	False	below detection	False	False
LINC02516	PP cell	0.0	0.9268928467052112	mesenchymal cell	False	below detection	False	False
LINC02516	acinar cell	3.4836044505937025e-05	0.9268928467052112	mesenchymal cell	False	below detection	False	False
LINC02516	alpha cell	-2.4424782168352976e-05	0.9268928467052112	mesenchymal cell	False	below detection	False	False
LINC02516	beta cell	-3.079832822550088e-05	0.9268928467052112	mesenchymal cell	False	below detection	False	False
LINC02516	delta cell	0.0	0.9268928467052112	mesenchymal cell	False	below detection	False	False
LINC02516	duct epithelial cell	-0.0004512729647103697	0.9268928467052112	mesenchymal cell	False	below detection	False	False
LINC02516	endothelial cell	0.0	0.9268928467052112	mesenchymal cell	False	below detection	False	False
LINC02516	epsilon cell	0.0	0.9268928467052112	mesenchymal cell	False	below detection	False	False
LINC02516	leukocyte	0.0	0.9268928467052112	mesenchymal cell	False	below detection	False	False
LINC02516	mesenchymal cell	0.0007933288579806685	0.9268928467052112	mesenchymal cell	False	below detection	True	False
LINC02516	unknown	0.0	0.9268928467052112	mesenchymal cell	False	below detection	False	False
CEL	PP cell	0.09549948573112488	0.9258150028718312	acinar cell	True	acinar cell	False	True
CEL	acinar cell	0.8520996570587158	0.9258150028718312	acinar cell	True	acinar cell	True	True
CEL	alpha cell	0.19605652987957	0.9258150028718312	acinar cell	True	acinar cell	False	True
CEL	beta cell	0.27417320013046265	0.9258150028718312	acinar cell	True	acinar cell	False	True
CEL	delta cell	0.16827283799648285	0.9258150028718312	acinar cell	True	acinar cell	False	True
CEL	duct epithelial cell	0.21000038087368011	0.9258150028718312	acinar cell	True	acinar cell	False	True
CEL	endothelial cell	0.15749448537826538	0.9258150028718312	acinar cell	True	acinar cell	False	True
CEL	epsilon cell	-0.013914316892623901	0.9258150028718312	acinar cell	True	acinar cell	False	True
CEL	leukocyte	0.14830979704856873	0.9258150028718312	acinar cell	True	acinar cell	False	True
CEL	mesenchymal cell	0.16803541779518127	0.9258150028718312	acinar cell	True	acinar cell	False	True
CEL	unknown	0.06154730170965195	0.9258150028718312	acinar cell	True	acinar cell	False	True
CD69	PP cell	0.013862943276762962	0.9249226958089584	leukocyte	False	below detection	False	False
CD69	acinar cell	1.1302843631710857e-05	0.9249226958089584	leukocyte	False	below detection	False	False
CD69	alpha cell	-9.998249151976779e-05	0.9249226958089584	leukocyte	False	below detection	False	False
CD69	beta cell	-0.00015504811017308384	0.9249226958089584	leukocyte	False	below detection	False	False
CD69	delta cell	-0.00022359585273079574	0.9249226958089584	leukocyte	False	below detection	False	False
CD69	duct epithelial cell	-0.0001433306752005592	0.9249226958089584	leukocyte	False	below detection	False	False
CD69	endothelial cell	0.0018061946611851454	0.9249226958089584	leukocyte	False	below detection	False	False
CD69	epsilon cell	0.0	0.9249226958089584	leukocyte	False	below detection	False	False
CD69	leukocyte	0.06895549595355988	0.9249226958089584	leukocyte	False	below detection	True	False
CD69	mesenchymal cell	-0.004788201302289963	0.9249226958089584	leukocyte	False	below detection	False	False
CD69	unknown	-0.02061365358531475	0.9249226958089584	leukocyte	False	below detection	False	False
AIRE	PP cell	0.0	0.9245374490702104	epsilon cell	False	below detection	False	False
AIRE	acinar cell	-0.0001441802887711674	0.9245374490702104	epsilon cell	False	below detection	False	False
AIRE	alpha cell	-0.00014152405492495745	0.9245374490702104	epsilon cell	False	below detection	False	False
AIRE	beta cell	-0.000256791478022933	0.9245374490702104	epsilon cell	False	below detection	False	False
AIRE	delta cell	-0.0007527721463702619	0.9245374490702104	epsilon cell	False	below detection	False	False
AIRE	duct epithelial cell	-1.8385624571237713e-05	0.9245374490702104	epsilon cell	False	below detection	False	False
AIRE	endothelial cell	0.0	0.9245374490702104	epsilon cell	False	below detection	False	False
AIRE	epsilon cell	0.0	0.9245374490702104	epsilon cell	False	below detection	True	False
