gene	cell_type	disease_state	n_cells	mean	median	pct_expressing	n_nonzero
AIRE	acinar cell	Control	25693	0.00015568442177027464	0.0	0.01556844276651228	4
AIRE	acinar cell	T1D	11264	8.877841173671186e-05	0.0	0.00887784090909091	1
AIRE	acinar cell	T2D	15892	0.0	0.0	0.0	0
AIRE	alpha cell	AAB	8759	0.0003425048489589244	0.0	0.03425048521520722	3
AIRE	alpha cell	Control	31545	0.0004755111876875162	0.0	0.0475511174512601	15
AIRE	alpha cell	T1D	8175	0.0008562690927647054	0.0	0.08562691131498472	7
AIRE	alpha cell	T2D	16634	0.0006612961296923459	0.0	0.06011783094865938	10
AIRE	beta cell	AAB	8523	0.0003519887395668775	0.0	0.03519887363604365	3
AIRE	beta cell	Control	27160	0.0005154639366082847	0.0	0.051546391752577324	14
AIRE	beta cell	T1D	715	0.001398601452820003	0.0	0.13986013986013987	1
AIRE	beta cell	T2D	8161	0.0020830780267715454	0.0	0.1838010047788261	15
AIRE	delta cell	AAB	655	0.0	0.0	0.0	0
AIRE	delta cell	Control	3358	0.0008933889330364764	0.0	0.08933889219773675	3
AIRE	delta cell	T1D	737	0.0	0.0	0.0	0
AIRE	delta cell	T2D	919	0.0032644178718328476	0.0	0.2176278563656148	2
AIRE	duct epithelial cell	AAB	3313	0.0006036824779585004	0.0	0.06036824630244491	2
AIRE	duct epithelial cell	Control	6724	0.0002974419912789017	0.0	0.0297441998810232	2
AIRE	duct epithelial cell	T1D	5311	0.00037657690700143576	0.0	0.03765769158350593	2
AIRE	duct epithelial cell	T2D	4877	0.0004100881633348763	0.0	0.041008816895632565	2
AIRE	endothelial cell	AAB	913	0.0	0.0	0.0	0
AIRE	endothelial cell	Control	2744	0.0	0.0	0.0	0
AIRE	endothelial cell	T1D	945	0.0	0.0	0.0	0
AIRE	endothelial cell	T2D	1250	0.0	0.0	0.0	0
AIRE	epsilon cell	AAB	35	0.0	0.0	0.0	0
AIRE	epsilon cell	Control	97	0.0	0.0	0.0	0
AIRE	epsilon cell	T1D	41	0.04878048598766327	0.0	4.878048780487805	2
AIRE	epsilon cell	T2D	23	0.043478261679410934	0.0	4.3478260869565215	1
AIRE	leukocyte	AAB	136	0.0	0.0	0.0	0
AIRE	leukocyte	Control	529	0.0	0.0	0.0	0
AIRE	leukocyte	T1D	229	0.008733624592423439	0.0	0.8733624454148471	2
AIRE	leukocyte	T2D	304	0.003289473708719015	0.0	0.3289473684210526	1
AIRE	mesenchymal cell	AAB	1571	0.0038192234933376312	0.0	0.31826861871419476	5
AIRE	mesenchymal cell	Control	4411	0.0038540014065802097	0.0	0.3854001360235774	17
AIRE	mesenchymal cell	T1D	1132	0.002650176640599966	0.0	0.26501766784452296	3
AIRE	mesenchymal cell	T2D	2473	0.007682976312935352	0.0	0.7682976142337242	19
AIRE	unknown	AAB	901	0.0	0.0	0.0	0
AIRE	unknown	Control	3424	0.000876168196555227	0.0	0.08761682242990654	3
AIRE	unknown	T1D	1206	0.0008291873964481056	0.0	0.08291873963515754	1
AIRE	unknown	T2D	1828	0.0005470459582284093	0.0	0.05470459518599562	1
ANKRD55	PP cell	AAB	447	0.0	0.0	0.0	0
ANKRD55	PP cell	Control	1402	0.0014265335630625486	0.0	0.14265335235378032	2
ANKRD55	PP cell	T1D	362	0.0027624310459941626	0.0	0.2762430939226519	1
ANKRD55	PP cell	T2D	614	0.0	0.0	0.0	0
ANKRD55	acinar cell	AAB	6645	0.0	0.0	0.0	0
ANKRD55	acinar cell	Control	25693	3.892110544256866e-05	0.0	0.00389211069162807	1
ANKRD55	acinar cell	T1D	11264	8.877841173671186e-05	0.0	0.00887784090909091	1
ANKRD55	acinar cell	T2D	15892	0.00012584948854055256	0.0	0.012584948401711553	2
ANKRD55	alpha cell	AAB	8759	0.0013700193958356977	0.0	0.1255851124557598	11
ANKRD55	alpha cell	Control	31545	0.0008242193725891411	0.0	0.08242193691551751	26
ANKRD55	alpha cell	T1D	8175	0.0006116207805462182	0.0	0.06116207951070336	5
ANKRD55	alpha cell	T2D	16634	0.0010220031253993511	0.0	0.096188529517855	16
ANKRD55	beta cell	AAB	8523	0.0005866478895768523	0.0	0.05866478939340608	5
ANKRD55	beta cell	Control	27160	0.0003681885136757046	0.0	0.036818851251840944	10
ANKRD55	beta cell	T1D	715	0.0	0.0	0.0	0
ANKRD55	beta cell	T2D	8161	0.0004901360371150076	0.0	0.036760200955765224	3
ANKRD55	delta cell	AAB	655	0.0	0.0	0.0	0
ANKRD55	delta cell	Control	3358	0.00029779630131088197	0.0	0.02977963073257892	1
ANKRD55	delta cell	T1D	737	0.0	0.0	0.0	0
ANKRD55	delta cell	T2D	919	0.0	0.0	0.0	0
ANKRD55	duct epithelial cell	AAB	3313	0.0	0.0	0.0	0
ANKRD55	duct epithelial cell	Control	6724	0.0	0.0	0.0	0
ANKRD55	duct epithelial cell	T1D	5311	0.00018828845350071788	0.0	0.018828845791752966	1
ANKRD55	duct epithelial cell	T2D	4877	0.0	0.0	0.0	0
ANKRD55	endothelial cell	AAB	913	0.0	0.0	0.0	0
ANKRD55	endothelial cell	Control	2744	0.001093294471502304	0.0	0.10932944606413994	3
ANKRD55	endothelial cell	T1D	945	0.0	0.0	0.0	0
ANKRD55	endothelial cell	T2D	1250	0.0	0.0	0.0	0
ANKRD55	epsilon cell	AAB	35	0.0	0.0	0.0	0
ANKRD55	epsilon cell	Control	97	0.0	0.0	0.0	0
ANKRD55	epsilon cell	T1D	41	0.0	0.0	0.0	0
ANKRD55	epsilon cell	T2D	23	0.0	0.0	0.0	0
ANKRD55	leukocyte	AAB	136	0.0	0.0	0.0	0
ANKRD55	leukocyte	Control	529	0.0	0.0	0.0	0
ANKRD55	leukocyte	T1D	229	0.0	0.0	0.0	0
ANKRD55	leukocyte	T2D	304	0.0	0.0	0.0	0
ANKRD55	mesenchymal cell	AAB	1571	0.0	0.0	0.0	0
ANKRD55	mesenchymal cell	Control	4411	0.00022670596081297845	0.0	0.022670596236681023	1
ANKRD55	mesenchymal cell	T1D	1132	0.0	0.0	0.0	0
ANKRD55	mesenchymal cell	T2D	2473	0.0	0.0	0.0	0
ANKRD55	unknown	AAB	901	0.0	0.0	0.0	0
ANKRD55	unknown	Control	3424	0.0	0.0	0.0	0
ANKRD55	unknown	T1D	1206	0.0	0.0	0.0	0
ANKRD55	unknown	T2D	1828	0.0	0.0	0.0	0
AP4B1-AS1	PP cell	AAB	447	0.0	0.0	0.0	0
AP4B1-AS1	PP cell	Control	1402	0.0035663337912410498	0.0	0.3566333808844508	5
AP4B1-AS1	PP cell	T1D	362	0.013812154531478882	0.0	1.3812154696132597	5
AP4B1-AS1	PP cell	T2D	614	0.0065146577544510365	0.0	0.4885993485342019	3
AP4B1-AS1	acinar cell	AAB	6645	0.004364183638244867	0.0	0.40632054176072235	27
AP4B1-AS1	acinar cell	Control	25693	0.0017903709085658193	0.0	0.17903709181489122	46
AP4B1-AS1	acinar cell	T1D	11264	0.010031959973275661	0.0	0.9765625	110
AP4B1-AS1	acinar cell	T2D	15892	0.0024540650192648172	0.0	0.2454064938333753	39
AP4B1-AS1	alpha cell	AAB	8759	0.001826692488975823	0.0	0.17125242607603608	15
AP4B1-AS1	alpha cell	Control	31545	0.0025677604135125875	0.0	0.25677603423680456	81
AP4B1-AS1	alpha cell	T1D	8175	0.011865443550050259	0.0	1.1865443425076454	97
AP4B1-AS1	alpha cell	T2D	16634	0.003607069840654731	0.0	0.3546952025970903	59
AP4B1-AS1	beta cell	AAB	8523	0.0030505689792335033	0.0	0.3050569048457116	26
AP4B1-AS1	beta cell	Control	27160	0.003055964596569538	0.0	0.30559646539027985	83
AP4B1-AS1	beta cell	T1D	715	0.011188811622560024	0.0	1.118881118881119	8
AP4B1-AS1	beta cell	T2D	8161	0.002205612137913704	0.0	0.22056120573459137	18
AP4B1-AS1	delta cell	AAB	655	0.006106870248913765	0.0	0.6106870229007634	4
AP4B1-AS1	delta cell	Control	3358	0.00536033371463418	0.0	0.5360333531864204	18
AP4B1-AS1	delta cell	T1D	737	0.017639078199863434	0.0	1.6282225237449117	12
AP4B1-AS1	delta cell	T2D	919	0.0032644178718328476	0.0	0.3264417845484222	3
AP4B1-AS1	duct epithelial cell	AAB	3313	0.011771808378398418	0.0	1.116812556595231	37
AP4B1-AS1	duct epithelial cell	Control	6724	0.0029744200874119997	0.0	0.297441998810232	20
AP4B1-AS1	duct epithelial cell	T1D	5311	0.010544153861701488	0.0	1.0167576727546601	54
